consecutivo,idindicador,nomindicador,idunidad,nomunidad,iddepto,nomdepto,idmpio,nommpio,idregion,nomregion,idsubregion,nomsubregion,idregimen,nomregimen,ideps,nomeps,idips,nomips,idzona,nomzona,ideducacion,nomeducacion,idocupacion,nomocupacion,idedad,nomedad,idestadocivil,nomestadocivil,idsexo,nomsexo,idetnia,nometnia,yea1990,yea1991,yea1992,yea1993,yea1994,yea1995,yea1996,yea1997,yea1998,yea1999,yea2000,yea2001,yea2002,yea2003,yea2004,yea2005,yea2006,yea2007,yea2008,yea2009,yea2010,yea2011,yea2012,fue1990,fue1991,fue1992,fue1993,fue1994,fue1995,fue1996,fue1997,fue1998,fue1999,fue2000,fue2001,fue2002,fue2003,fue2004,fue2005,fue2006,fue2007,fue2008,fue2009,fue2010,fue2011,fue2012,obs1990,obs1991,obs1992,obs1993,obs1994,obs1995,obs1996,obs1997,obs1998,obs1999,obs2000,obs2001,obs2002,obs2003,obs2004,obs2005,obs2006,obs2007,obs2008,obs2009,obs2010,obs2011,obs2012
2036,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15753,Soatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64,17.9,17.15,16.41,15.66,14.92,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2461,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,50,Meta,50711,Vistahermosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.17,37.17,37.17,37.17,37.17,37.17,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
110,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05400,la unión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,100,99.37,99.7,100,99.22,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
357,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15816,togüí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33,97.18,93.33,95.56,100,98.39,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1690,pbretaia,Porcentaje de brotes de ETA con identificación de agentes patógenos en muestras biológicas  alimentos y superficies /ambientales,1,por 100 (%),19,CAUCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44.44444444,,,,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
471,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19821,toribio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.77,88.82,93.18,94.72,91.76,94.31,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1701,pbretaia,Porcentaje de brotes de ETA con identificación de agentes patógenos en muestras biológicas  alimentos y superficies /ambientales,1,por 100 (%),54,NORTE DE SANTANDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
1591,pbepredg,Prevalencia de desnutrición global,1,por 100 (%),50,META,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,ENSIN,,,,,,,,,,,,,,,,,,No reportado,,,,,,,
529,pcrparin,Porcentaje partos institucionales,1,por 100 (%),23,Córdoba,23068,ayapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86,99.7,99,98.8,98.69,99.66,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
882,pcrparin,Porcentaje partos institucionales,1,por 100 (%),54,Norte de Santander,54498,ocaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.82,99.66,99.77,99.94,99.94,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
525,pcrparin,Porcentaje partos institucionales,1,por 100 (%),27,Chocó,27745,sipí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.62,28.57,33.33,64.86,69.23,66.13,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1098,pcrparin,Porcentaje partos institucionales,1,por 100 (%),76,Valle del Cauca,76041,ansermanuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.46,98.98,97.47,97.56,98.03,96.04,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2050,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15806,Tibasosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09,15.6,15.12,14.64,14.16,13.67,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2433,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,50,Meta,50001,Villavicencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36,24.8,24.23,23.67,23.11,22.54,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1516,pbrmivih,Porcentaje de transmisión materno infantil de VIH,1,por 100 (%),47,MAGDALENA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,7.1,,,,,,,,,,,,,,,,,,,,,Informe transmisión Materno Infantil del VIH Ministerio de Salud y Protección Social,,Informe transmisión Materno Infantil del VIH Ministerio de Salud y Protección Social,,,,,,,,,,,,,,,,,,,,,,Información deficiente/niños sin clasificación,,,
1770,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05113,Buriticá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.86,25.29,24.71,24.14,23.56,22.99,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1836,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05649,San Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.43,18.23,18.02,17.82,17.61,17.41,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1252,cgrnacim,Número anual de nacimientos,17,Personas,15,Boyacá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31846,32695,29988,30851,35746,30945,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1417,ptrldeng,Letalidad de Dengue grave,1,Por 100 (%),8,ATLÁNTICO,8001,BARRANQUILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.5,6,7,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
841,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52585,pupiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.21,96,96.98,97.66,97.91,98.06,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2060,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15839,Tutazá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.83,24.08,23.34,22.59,21.85,21.1,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1962,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15187,Chivatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.32,24.56,23.8,23.04,22.28,21.52,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2712,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73124,Cajamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62,20.37,20.13,19.88,19.64,19.39,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2829,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,86,Putumayo,86757,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31,19.1,18.88,18.67,18.45,18.24,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1959,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15180,Chiscas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,28.41,27.23,26.04,24.86,23.68,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2373,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41530,Palestina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.06,23.53,22.99,22.46,21.92,21.39,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
584,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25260,el rosal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.41,98.52,99.01,99.68,98.99,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2167,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,20,Cesar,20550,Pelaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.41,25.82,25.23,24.64,24.05,23.47,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
962,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68235,el carmen de chucurí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6,94.14,93.3,95.08,95.98,95.72,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1400,igrtgfec,Tasa Global de Fecundidad,2,Nacidos vivos,50,Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4815,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
741,pcrparin,Porcentaje partos institucionales,1,por 100 (%),47,Magdalena,47170,chibolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.52,99.75,99.73,99.77,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1752,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05031,Amalfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26,17.07,16.88,16.69,16.49,16.3,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
262,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15176,chiquinquirá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.49,99.56,99.66,99.61,99.73,99.69,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2840,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,91,Amazonas,91460,Miriti - Paraná *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.97,91.97,91.97,91.97,91.97,91.97,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2339,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27430,Medio Baudó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.59,60.08,57.58,55.08,52.57,50.07,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2673,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68820,Tona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,15.37,14.99,14.61,14.23,13.86,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
136,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05652,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.88,94.85,92.93,97.3,97.46,98.86,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2004,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15507,Otanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56,16.06,15.56,15.07,14.57,14.07,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15600,Ráquira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.23,23.26,22.29,21.32,20.35,19.38,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
430,pcrparin,Porcentaje partos institucionales,1,por 100 (%),85,Casanare,85440,villa nueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86,99.36,99.24,99.2,99.55,98.37,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
331,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15681,san pablo de borbur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.43,97.18,93.33,88.43,85.71,91.21,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1995,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15455,Miraflores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.35,15.7,15.04,14.39,13.73,13.08,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1662,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,NORTE DE SANTANDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.47646517,25.13521733,24.79190042,24.4463964,24.0985996,23.74808582,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2421,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,47,Magdalena,47570,Puebloviejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89,22.39,21.88,21.37,20.86,20.35,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1527,pbrmivih,Porcentaje de transmisión materno infantil de VIH,1,por 100 (%),85,CASANARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.1,,,,,,,,,,,,,,,,,,,,,Informe transmisión Materno Infantil del VIH Ministerio de Salud y Protección Social,,Informe transmisión Materno Infantil del VIH Ministerio de Salud y Protección Social,,,,,,,,,,,,,,,,,,,,,Información deficiente/niños sin clasificación,,,,
106,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05368,jericó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,97.65,96.95,96.92,98.37,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1060,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73217,coyaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63,80.37,82.77,87.39,98.39,98.59,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
467,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19780,suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91,96.77,96.83,95.67,95.69,97.2,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
66,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05113,buriticá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69,75.97,70.8,72.36,85.09,87.6,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1919,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13490,Norosí (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43,23.89,23.34,22.8,22.26,21.71,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
90,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05264,entrerrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.22,100,98.88,99.26,100,99.01,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
292,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15380,la capilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,96.88,100,96,100,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2574,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,63,Quindio,63470,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,17.19,16.98,16.77,16.56,16.35,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2711,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73067,Ataco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.11,38.11,38.11,38.11,38.11,38.11,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2572,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,63,Quindio,63302,Génova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73,19.57,19.42,19.26,19.11,18.95,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1724,ctrmormt,Mortalidad materna a 42 días,17,Personas,41,Huila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,17,14,8,4,9,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
14,pcrrncpn,Porcentaje de nacidos vivos con cuatro o más consultas de control prenatal,1,por 100 (%),41,Huila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.72,85.73,88.25,89.99,91.12,90.97,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2853,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,94,Guaínia,94887,Pana Pana *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.19,81.19,81.19,81.19,81.19,81.19,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
580,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25214,cota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26,100,99.28,99.69,99.66,99.71,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1670,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,97,VAUPÉS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.25753813,45.37106072,44.51409489,43.66812227,42.85461307,42.05692554,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2489,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52356,Ipiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24,16.86,16.48,16.09,15.71,15.33,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
673,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25898,zipacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.11,98.11,96.3,97.37,98.11,98.28,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1331,pcrperca,Porcentaje de partos atendidos por personal calificado,1,por 100 (%),52,NARIÑO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.56153944,93.29820958,94.2422743,94.98298912,96.25644805,96.87816853,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1143,pcrparin,Porcentaje partos institucionales,1,por 100 (%),97,Vaupés,97889,yavaraté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.76,38.1,33.33,15.15,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2431,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,47,Magdalena,47960,Zapayán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.36,37.36,37.36,37.36,37.36,37.36,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1372,pcrparin,Porcentaje partos institucionales,1,por 100 (%),81,ARAUCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.32323431,81.65427509,89.73194985,88.74405131,88.60544218,90.00222668,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
938,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68020,albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55,94.87,95.74,100,92.31,88.37,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
41,pcrparin,Porcentaje partos institucionales,1,por 100 (%),91,Amazonas,91530,puerto alegría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,100,100,,,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2383,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41799,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.59,25.59,25.59,25.59,25.59,25.59,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
820,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52352,iles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,98.18,97.79,94.05,97.87,98.72,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
708,pcrparin,Porcentaje partos institucionales,1,por 100 (%),41,Huila,41548,pital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.11,89.44,91.42,91.4,91.5,92.53,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
806,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52215,córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.04,79.84,84.3,79.57,78.24,82.55,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
